text,sentiment
.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing.,negative
@USAirways how do you manage to place a family of 5 into a plain with none of them sitting next to each other one of them being a 3yr old,negative
@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?,negative
@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.,negative
@southwestair I've been on hold for 2 hours to reschedule my Cancelled Flightled flight for the morning. What gives? I need help NOW,negative
"@AmericanAir yes it is in Dulles and I need it delivered to the Embassy Suites in Herndon, VA. I'm still in Chicago from the fiasco in LAX",negative
@united what's the hold up with flight 6475 from SLC to DEN??,negative
@SouthwestAir Can my wife's RR points be transferred to my RR account?,neutral
@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks,neutral
@USAirways your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from PHX to JWA. Help her out.,negative
"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",negative
@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,positive
"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  _�ԍ_�ԍ",positive
"@SouthwestAir, I've been on hold for 3 hrs. now, waiting to talk to someone with a pulse to get my Cancelled Flighted flight rescheduled. Is this SOP?",negative
@USAirways Thank you.,positive
@JetBlue Thank you for the JetBlue Credit. Nice save :-),positive
@AmericanAir thank you,positive
@united I was flying home for a 9:30am event tomorrow. You pushed back my flight. Now I have a $400 ticket that won't get me home in time.,negative
@JetBlue Finally taking off! LAS-FLL-SJU #letsgo,positive
@JetBlue get me home! Flight 2016 from buf to Bos is missing a captain!? Really!?,negative
@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,negative
@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,negative
"@USAirways I was told a ""return call"" by a human",negative
@USAirways How long does it take to receive ticket # from @AmericanAir for itin booked via http://t.co/79waJk7EyT on US flights?,neutral
"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum",negative
@AmericanAir I would purchase it if I was there by choice but you guys Cancelled Flightled my flight and have me stuck at DFW for 7 hours!,negative
@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?,negative
"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",positive
"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",negative
@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?,neutral
@united What does DM the confirmation @ mean???,neutral
@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,positive
@USAirways If I�۪m unable to use my departing flight can I still use the returning flight?,neutral
@AmericanAir why would I bother wasting my time calling them when they are gunna do nothing,negative
"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice",negative
@AmericanAir of delays and trapped on planes with no water or air. Never ever ever again. #neveragain #aafail,negative
@AmericanAir I'm sure all these birds will be in warmer weather soon.,neutral
"@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty",negative
"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",negative
@JetBlue yesterday's deal?,neutral
@USAirways ANSWER THE BLOODY PHONE!,negative
@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???,neutral
@united Doesn't have to be same flight 2 and 2 will work also,neutral
@AmericanAir you have Cancelled Flightled my flights because of my last name. Do the right thing and reinstate my tickets,negative
@SouthwestAir how much is ur wifi fam,neutral
@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,neutral
@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,negative
@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes,negative
@JetBlue I'll pass along the advice. You guys rock!!,positive
���@united: @MelanieSpring We'll see what we can do. ^KN�۝ We are running! Most of this plane is running. Thanks for the help!,positive
@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?,negative
"@SouthwestAir can tweet through the weekend/ bad weather, but closes down customer relations center to process refunds for Cancelled Flighted flights.",negative
@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG,positive
"@AmericanAir I can DM it to you, if you follow me",neutral
@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,negative
@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!,positive
@USAirways my vacation budget was blown bc of the lack of communication from USAirways. I will never use them again or refer anyone!,negative
"@JetBlue appreciate what you've done on your end to make this right, but still unhappy with initial incident. Will be calling.",negative
@USAirways: I experienced what defines customer service on #FLT1999. A flight attendant willing to follow up with a passenger on bag charges,negative
@SouthwestAir nice touch on the passbook integration!,positive
@JetBlue Still no response from CEO. I guess he is at the Oscars.  I bet his flight was on time.  #JUSTWRONG,negative
@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,positive
@USAirways I'm logged into a Flight Booking Problems. I need to add API before travelling to the states but I cannot see where to do it,negative
@United can you help me get from IAH to SFO earlier tonight?,neutral
@USAirways is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.,negative
@JetBlue I digg it!,neutral
".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night.",negative
@JetBlue hi friend! Question for you when you have a moment.,neutral
@SouthwestAir rocks - @AmericanAir horror,negative
@USAirways now the freezing bus is just doing circles?,negative
@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH,positive
@USAirways we got our bags today. Thanks!,neutral
@JetBlue but by Cancelled Flighting my flight and pushing me to the next day I'd lose $150 hotel which was why I was trying to get a same-day flight.,negative
@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,neutral
@united Why isn't the flight status updated to delayed UA1532 no board,negative
@united it's operated by united as it's a heathrow-Newark flight,neutral
"@AmericanAir @maryella_green just received it, actually. Thank you!!!!!!!!!",positive
